,r,C,T,n,fold,best_alpha,mse,evs
0,2,10,64,256,1,0.1,7.070845125935593,0.17475958051446194
0,2,10,64,512,1,0.1,6.741288762114735,0.26375610088078794
0,2,10,64,1024,1,1.0,3.8459498272645396,0.4246467713866908
0,2,10,64,2048,1,1.0,3.9776563923141737,0.4012905679318336
0,2,10,128,16,1,1.0,6.911435106005678,0.28751558999397964
0,2,10,128,32,1,1.0,6.6475362417926815,0.21942759521219546
0,2,10,128,64,1,1.0,6.896428530165909,0.2563453472894347
0,2,10,128,128,1,1.0,6.741967816976799,0.22314771522495414
0,2,10,128,256,1,1.0,5.677946755250378,0.2049143952546555
0,2,10,128,512,1,1.0,6.683159380180243,0.3670349405021762
0,2,10,128,1024,1,1.0,4.125672562326248,0.5094281285128546
0,2,10,128,2048,1,1.0,6.068360836014875,0.258884765255205
0,2,10,256,16,1,1.0,6.961095479902355,0.20646709596631463
0,2,10,256,32,1,1.0,6.076112778138269,0.27478208271349513
0,2,10,256,64,1,1.0,6.164207221779923,0.3298886318719523
0,2,10,256,128,1,1.0,5.679317056168706,0.24162080702846533
0,2,10,256,256,1,1.0,5.959280646802555,0.32040258055340587
0,2,10,256,512,1,1.0,6.086451684767136,0.3048324473355358
0,2,10,256,1024,1,1.0,4.560056748607138,0.39424637131423146
0,2,10,256,2048,1,1.0,5.801615758863601,0.23322670070963036
0,2,10,512,16,1,1.0,6.558479189442762,0.1996138032274174
0,2,10,512,32,1,1.0,5.4352935091190995,0.3055101704519684
0,2,10,512,64,1,1.0,6.334851606289461,0.28797849286695165
0,2,10,512,128,1,1.0,5.8364200234222,0.24797134802050091
0,2,10,512,256,1,1.0,5.792365151870361,0.3115423481247256
0,2,10,512,512,1,1.0,5.35340161959177,0.35809378484067045
0,2,10,512,1024,1,1.0,5.714889758350489,0.2477191097539988
0,2,10,512,2048,1,0.1,6.190840352732108,0.28985168376096404
0,2,10,1024,16,1,1.0,6.250072377354675,0.25628714005167397
0,2,10,1024,32,1,10.0,5.803633003875926,0.27840502873879136
0,2,10,1024,64,1,1.0,5.895867136405893,0.28634516865040927
0,2,10,1024,128,1,1.0,5.510373178118459,0.30022255706479406
0,2,10,1024,256,1,1.0,5.9348285990505865,0.32214988253646426
0,2,10,1024,512,1,10.0,5.671389617913668,0.3389287690086654
0,2,10,1024,1024,1,1.0,5.480688781332581,0.3586143075015985
0,2,10,1024,2048,1,1.0,5.630487307747517,0.2957565379141076
0,2,10,2048,16,1,1.0,6.275977652873913,0.23958908461759199
0,2,10,2048,32,1,10.0,6.138504468998155,0.26326314000067186
0,2,10,2048,64,1,10.0,5.597707071825304,0.32972612128425716
0,2,10,2048,128,1,1.0,5.542934985808597,0.33225650184316224
0,2,10,2048,256,1,10.0,5.561395314504194,0.3327831889924724
0,2,10,2048,512,1,10.0,5.67815948977807,0.32865933614986165
0,2,10,2048,1024,1,10.0,5.412902041580978,0.3764665277924065
0,2,10,2048,2048,1,1.0,5.471285833107059,0.33122739991352657
0,10,2,16,16,1,0.01,0.2936749987818799,0.5378971470348359
0,10,2,16,32,1,0.01,0.3759803024042903,0.5369313240607901
0,10,2,16,64,1,0.01,0.5609001564700609,-0.14835617486839814
0,10,2,16,128,1,0.01,0.6570740107895563,0.30600311044838313
0,10,2,16,256,1,0.01,0.4574156963526256,-0.027146039638638042
0,10,2,16,512,1,0.01,0.14160349418503113,0.3826820941810699
0,10,2,16,1024,1,0.01,0.4522319557473241,-0.13423234159095876
0,10,2,16,2048,1,0.01,0.8063849934663947,-0.5915054828304926
0,10,2,32,16,1,0.01,0.19620298658911456,0.25626146892824453
0,10,2,32,32,1,0.1,0.4910325014695287,0.6253767017577863
0,10,2,32,64,1,0.01,0.32323189086542914,0.02607511671589724
0,10,2,32,128,1,0.01,0.17262321733338587,0.44502796437709613
0,10,2,32,256,1,0.01,0.20075634637424508,0.37132987500930614
0,10,2,32,512,1,0.01,0.26181210759011875,-0.19328005948181093
0,10,2,32,1024,1,0.01,0.22069148108826256,0.12047053298963228
0,10,2,32,2048,1,0.1,0.38617024248192944,0.17525212077995822
0,10,2,64,16,1,0.1,0.3250390471599101,0.009353576796132135
0,10,2,64,32,1,1.0,0.16585364344866385,0.5787192462801672
0,10,2,64,64,1,0.01,0.12959820636667724,0.5659025089603229
0,10,2,64,128,1,0.01,0.14779697668161457,0.39958725042937926
0,10,2,64,256,1,0.1,0.16432375746868272,0.3879859550234961
